stage_id,candidate_id,semantic_sign_id,display_name,source_dataset,source_repo,source_url,original_dataset_url,legend_url,license_recorded,license_notes,source_split,source_shard,row_index_in_shard,object_index,source_image_path,source_image_sha256,source_class_label,source_class_index,mapping_evidence,image_width,image_height,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,bbox_width,bbox_height,crop_width,crop_height,crop_sha256,local_crop_path,source_modality,quality_gate,review_status,counts_for_candidate_coverage,notes
stage_c_gap_fill_01_tt100k_exact_real_crops,TTG01-i4-0001,motor_vehicles_only,Motor vehicles only,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00000-of-00014.arrow,2,0,4681.jpg,faee245f94582770753bcb32e55ae592da8a3b0f676044546de77b83ae6ab04a,i4,9,TT100K legend icon i4 shows the blue circular motor-vehicle-only sign.,2048,2048,1574.400,933.600,1636.800,1009.600,62.400,76.000,104,128,248fcfe5fecd82d7084cc018dbb5a00b4f3391cfff432b3ce32d130c212e6358,data/raw/online_sources/stage_c_gap_fill_01_tt100k/crops/motor_vehicles_only/TTG01-i4-0001_train_data-00000-of-00014_r0002_o00.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_01_tt100k_exact_real_crops,TTG01-i4-0002,motor_vehicles_only,Motor vehicles only,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00000-of-00014.arrow,17,4,68043.jpg,aa41e009f91c92063ea2076f71c5085a12b0f0d615475702f902ffcaeae61ebf,i4,9,TT100K legend icon i4 shows the blue circular motor-vehicle-only sign.,2048,2048,552.560,940.444,613.823,1002.677,61.263,62.233,103,104,26ccb2eae38c747f51a6bdd911a267564b687106bb30857996b58017a7653205,data/raw/online_sources/stage_c_gap_fill_01_tt100k/crops/motor_vehicles_only/TTG01-i4-0002_train_data-00000-of-00014_r0017_o04.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_01_tt100k_exact_real_crops,TTG01-i4-0003,motor_vehicles_only,Motor vehicles only,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00000-of-00014.arrow,71,0,15483.jpg,8e96fdc587f137d90dd973b1b0a2ed1d5863e57e70ca82ea7edd96d20f963bd3,i4,9,TT100K legend icon i4 shows the blue circular motor-vehicle-only sign.,2048,2048,373.684,856.579,414.474,898.684,40.790,42.105,69,70,f5a4658cdab3cbf7fb348d4e614fc0cd5f9740930e71f9268e695d5cf2b56180,data/raw/online_sources/stage_c_gap_fill_01_tt100k/crops/motor_vehicles_only/TTG01-i4-0003_train_data-00000-of-00014_r0071_o00.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_01_tt100k_exact_real_crops,TTG01-i4-0004,motor_vehicles_only,Motor vehicles only,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00000-of-00014.arrow,103,1,22072.jpg,c16d5e3666585b64befd604e88e0571cd0232c461fc61ede2750217ab5aee391,i4,9,TT100K legend icon i4 shows the blue circular motor-vehicle-only sign.,2048,2048,352.000,873.000,384.000,904.000,32.000,31.000,54,51,d5542636485d838bafe751872d3f91f94728c351ffcbd949537d14a5d4afaf89,data/raw/online_sources/stage_c_gap_fill_01_tt100k/crops/motor_vehicles_only/TTG01-i4-0004_train_data-00000-of-00014_r0103_o01.jpg,real_road_photo_crop_from_detection_dataset,accepted_but_small_bbox_review,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_01_tt100k_exact_real_crops,TTG01-i4-0005,motor_vehicles_only,Motor vehicles only,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00000-of-00014.arrow,119,1,21687.jpg,433534eb599f2e2edac21fdf261d10dbef5c42f8c245ddd09d1ea62935ab510c,i4,9,TT100K legend icon i4 shows the blue circular motor-vehicle-only sign.,2048,2048,393.000,657.000,460.000,731.000,67.000,74.000,113,124,9ca13439022405f8c3cb3ac8cb0a3871f07482b208007858977273d32498e7d9,data/raw/online_sources/stage_c_gap_fill_01_tt100k/crops/motor_vehicles_only/TTG01-i4-0005_train_data-00000-of-00014_r0119_o01.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_01_tt100k_exact_real_crops,TTG01-i4-0006,motor_vehicles_only,Motor vehicles only,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00000-of-00014.arrow,125,2,66302.jpg,6ad74d7194b3597ff3758a93c31b335f0f8a3f23453e04babfb4b8361a23f0de,i4,9,TT100K legend icon i4 shows the blue circular motor-vehicle-only sign.,2048,2048,1389.110,752.475,1441.584,809.901,52.474,57.426,88,95,9fe54ea915b7f1da1bf4a21245f56b150f0b64bc8cc5ef70c3788fa76ecc846b,data/raw/online_sources/stage_c_gap_fill_01_tt100k/crops/motor_vehicles_only/TTG01-i4-0006_train_data-00000-of-00014_r0125_o02.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_01_tt100k_exact_real_crops,TTG01-i4-0007,motor_vehicles_only,Motor vehicles only,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00000-of-00014.arrow,154,0,9829.jpg,552cd0b70a48c6567f79a0277f1193ecc162345f8cca5ecc29082d1493ce6bc0,i4,9,TT100K legend icon i4 shows the blue circular motor-vehicle-only sign.,2048,2048,77.600,832.800,184.000,990.400,106.400,157.600,181,268,85d79aac3824a762e77b0ed09b5110d5f945c78dd0e54132e139a2aa933ed915,data/raw/online_sources/stage_c_gap_fill_01_tt100k/crops/motor_vehicles_only/TTG01-i4-0007_train_data-00000-of-00014_r0154_o00.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_01_tt100k_exact_real_crops,TTG01-i4-0008,motor_vehicles_only,Motor vehicles only,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00000-of-00014.arrow,156,1,1967.jpg,f3562f9e2ac84aaddd799db6e6a714c65c2fa744f141510f2fb72241bb7c996d,i4,9,TT100K legend icon i4 shows the blue circular motor-vehicle-only sign.,2048,2048,326.000,839.000,353.000,872.000,27.000,33.000,45,55,71235b5b77388b5bea2ffa8a74de3f55812288e28d27bd0ea20e61da05ab8e0d,data/raw/online_sources/stage_c_gap_fill_01_tt100k/crops/motor_vehicles_only/TTG01-i4-0008_train_data-00000-of-00014_r0156_o01.jpg,real_road_photo_crop_from_detection_dataset,accepted_but_small_bbox_review,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_01_tt100k_exact_real_crops,TTG01-i4-0009,motor_vehicles_only,Motor vehicles only,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00000-of-00014.arrow,188,0,69474.jpg,7f4ade748f0c7ecc2082f176b4099820bf4e49db53311a5cfa35d31e4e47ebc0,i4,9,TT100K legend icon i4 shows the blue circular motor-vehicle-only sign.,2048,2048,1231.000,562.000,1326.000,661.000,95.000,99.000,161,167,660dc8cdb7798edc2f48ae823cd8b36bb43d8772f204facc60861d4894b8db91,data/raw/online_sources/stage_c_gap_fill_01_tt100k/crops/motor_vehicles_only/TTG01-i4-0009_train_data-00000-of-00014_r0188_o00.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_01_tt100k_exact_real_crops,TTG01-i4-0010,motor_vehicles_only,Motor vehicles only,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00000-of-00014.arrow,204,1,73089.jpg,97f2c2b0bb5e80c58edaf1eca26c19512d9324e34073ede7e1f82a4849759290,i4,9,TT100K legend icon i4 shows the blue circular motor-vehicle-only sign.,2048,2048,1564.000,947.000,1659.000,1045.000,95.000,98.000,161,166,98d92dc7c89c1efbad3f89fa2808bd1350ee351409f6fa0e9249110ca00adcd7,data/raw/online_sources/stage_c_gap_fill_01_tt100k/crops/motor_vehicles_only/TTG01-i4-0010_train_data-00000-of-00014_r0204_o01.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_01_tt100k_exact_real_crops,TTG01-i4-0011,motor_vehicles_only,Motor vehicles only,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00000-of-00014.arrow,231,0,27509.jpg,d76f63279f746fe08d8a69eae85568f139a5d4066a8e9dd28a3579a5bf815078,i4,9,TT100K legend icon i4 shows the blue circular motor-vehicle-only sign.,2048,2048,1414.290,853.968,1455.556,891.270,41.266,37.302,69,64,f07bcd48ba8fa9629d73f38271cf6cdd00904621be56411ee98d707b93e8185d,data/raw/online_sources/stage_c_gap_fill_01_tt100k/crops/motor_vehicles_only/TTG01-i4-0011_train_data-00000-of-00014_r0231_o00.jpg,real_road_photo_crop_from_detection_dataset,accepted_but_small_bbox_review,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
