stage_e_dataset_id,sample_id,split,semantic_sign_id,name_en,priority,required_for,source_crop_path,dataset_image_path,crop_sha256,crop_width,crop_height,stage_d_manifest,stage_d_batch,stage_d_status,selected_index,review_decision,source_group,source_dataset,source_split,source_label,source_url,license_notes,mapping_evidence,prior_review_status,dedupe_key,leakage_group,base_variant_group,is_controlled_variant,is_synthetic,annotation_status,review_notes
stage_e_current_20260702,stagee_animal_crossing_00001_e91f87a667,train,animal_crossing,Animals crossing,should,secondary_malaysia;current_p5_dataset,data/processed/emtd_classification/train/animal_crossing/emtd_2229e417950c39bd_001.jpg,data/processed/stage_e_classifier_current/train/animal_crossing/stagee_animal_crossing_00001_e91f87a667.jpg,e91f87a66763ba5c67cf4b41e115ca19dbeadb1f34655b4d464686625e635e11,34,31,data/manifests/stage_d_other_zero_gap_qc_manifest.csv,stage_d_other_zero_gap_minimum_qc,accepted_first_pass_visual_qc,1,accept,processed_emtd_p5,EMTD processed classification crop,train,animal_crossing,https://zenodo.org/records/1217105,Zenodo EMTD source; keep project provenance and licence ledger.,P5 current label animal_crossing; partial owner corrections applied.,p5_partial_owner_review,emtd_2229e417950c39bd_001,processed_emtd_p5::animal_crossing::emtd_2229e417950c39bd_001,animal_crossing::https://zenodo.org/records/1217105,false,false,stage_d_minimum_qc_accepted,Frozen into Stage E current classifier dataset.
stage_e_current_20260702,stagee_animal_crossing_00002_7892d336f7,train,animal_crossing,Animals crossing,should,secondary_malaysia;current_p5_dataset,data/processed/emtd_classification/train/animal_crossing/emtd_71b97f3681cfd481_001.jpg,data/processed/stage_e_classifier_current/train/animal_crossing/stagee_animal_crossing_00002_7892d336f7.jpg,7892d336f727d00dbf966c40b8c707261432d9f8c999d1ba2601e02502482b0e,64,58,data/manifests/stage_d_other_zero_gap_qc_manifest.csv,stage_d_other_zero_gap_minimum_qc,accepted_first_pass_visual_qc,2,accept,processed_emtd_p5,EMTD processed classification crop,train,animal_crossing,https://zenodo.org/records/1217105,Zenodo EMTD source; keep project provenance and licence ledger.,P5 current label animal_crossing; partial owner corrections applied.,p5_partial_owner_review,emtd_71b97f3681cfd481_001,processed_emtd_p5::animal_crossing::emtd_71b97f3681cfd481_001,animal_crossing::https://zenodo.org/records/1217105,false,false,stage_d_minimum_qc_accepted,Frozen into Stage E current classifier dataset.
stage_e_current_20260702,stagee_animal_crossing_00003_5823bafea7,train,animal_crossing,Animals crossing,should,secondary_malaysia;current_p5_dataset,data/processed/emtd_classification/train/animal_crossing/emtd_8f85803226cefdc3_001.jpg,data/processed/stage_e_classifier_current/train/animal_crossing/stagee_animal_crossing_00003_5823bafea7.jpg,5823bafea7243c873acd1519af2cc84c9490e27e236cd6f94e19fb5706e134da,26,24,data/manifests/stage_d_other_zero_gap_qc_manifest.csv,stage_d_other_zero_gap_minimum_qc,accepted_first_pass_visual_qc,3,accept,processed_emtd_p5,EMTD processed classification crop,train,animal_crossing,https://zenodo.org/records/1217105,Zenodo EMTD source; keep project provenance and licence ledger.,P5 current label animal_crossing; partial owner corrections applied.,p5_partial_owner_review,emtd_8f85803226cefdc3_001,processed_emtd_p5::animal_crossing::emtd_8f85803226cefdc3_001,animal_crossing::https://zenodo.org/records/1217105,false,false,stage_d_minimum_qc_accepted,Frozen into Stage E current classifier dataset.
stage_e_current_20260702,stagee_animal_crossing_00004_639a374d83,train,animal_crossing,Animals crossing,should,secondary_malaysia;current_p5_dataset,data/processed/emtd_classification/validation/animal_crossing/emtd_dddb1d7e4463c695_001.jpg,data/processed/stage_e_classifier_current/train/animal_crossing/stagee_animal_crossing_00004_639a374d83.jpg,639a374d83b3eca373a5904fb24f47c15f20d0d63a3a218c6ccb29116c530e97,190,178,data/manifests/stage_d_other_zero_gap_qc_manifest.csv,stage_d_other_zero_gap_minimum_qc,accepted_first_pass_visual_qc,4,accept,processed_emtd_p5,EMTD processed classification crop,validation,animal_crossing,https://zenodo.org/records/1217105,Zenodo EMTD source; keep project provenance and licence ledger.,P5 current label animal_crossing; partial owner corrections applied.,p5_partial_owner_review,emtd_dddb1d7e4463c695_001,processed_emtd_p5::animal_crossing::emtd_dddb1d7e4463c695_001,animal_crossing::https://zenodo.org/records/1217105,false,false,stage_d_minimum_qc_accepted,Frozen into Stage E current classifier dataset.
stage_e_current_20260702,stagee_animal_crossing_00005_300b5b75b3,validation,animal_crossing,Animals crossing,should,secondary_malaysia;current_p5_dataset,data/processed/emtd_classification/train/animal_crossing/emtd_f0f7e0e9c55974a6_001.jpg,data/processed/stage_e_classifier_current/validation/animal_crossing/stagee_animal_crossing_00005_300b5b75b3.jpg,300b5b75b3427d8f807d070a1832c5fbbf4d8adcb98fa31e15a3fe5553361d48,229,218,data/manifests/stage_d_other_zero_gap_qc_manifest.csv,stage_d_other_zero_gap_minimum_qc,accepted_first_pass_visual_qc,5,accept,processed_emtd_p5,EMTD processed classification crop,train,animal_crossing,https://zenodo.org/records/1217105,Zenodo EMTD source; keep project provenance and licence ledger.,P5 current label animal_crossing; partial owner corrections applied.,p5_partial_owner_review,emtd_f0f7e0e9c55974a6_001,processed_emtd_p5::animal_crossing::emtd_f0f7e0e9c55974a6_001,animal_crossing::https://zenodo.org/records/1217105,false,false,stage_d_minimum_qc_accepted,Frozen into Stage E current classifier dataset.
stage_e_current_20260702,stagee_animal_crossing_00006_224fb3d9f5,train,animal_crossing,Animals crossing,should,secondary_malaysia;current_p5_dataset,data/processed/emtd_classification/test/animal_crossing/emtd_f97d5b11e515b18d_001.jpg,data/processed/stage_e_classifier_current/train/animal_crossing/stagee_animal_crossing_00006_224fb3d9f5.jpg,224fb3d9f544aefd5f4e9f758b4ba30f10f892af1758ceccc2100d1ea92c6436,52,48,data/manifests/stage_d_other_zero_gap_qc_manifest.csv,stage_d_other_zero_gap_minimum_qc,accepted_first_pass_visual_qc,6,accept,processed_emtd_p5,EMTD processed classification crop,test,animal_crossing,https://zenodo.org/records/1217105,Zenodo EMTD source; keep project provenance and licence ledger.,P5 current label animal_crossing; partial owner corrections applied.,p5_partial_owner_review,emtd_f97d5b11e515b18d_001,processed_emtd_p5::animal_crossing::emtd_f97d5b11e515b18d_001,animal_crossing::https://zenodo.org/records/1217105,false,false,stage_d_minimum_qc_accepted,Frozen into Stage E current classifier dataset.
stage_e_current_20260702,stagee_animal_crossing_00007_260d241240,test,animal_crossing,Animals crossing,should,secondary_malaysia;current_p5_dataset,data/staging/roboflow/roboflow_malaysia_road_sign_v1/classification_crops/train/animal_crossing/11_1_jpg.rf.e3d78337ec28098a25d6f88e4f24cc92_00_c9_5921975fa433.jpg,data/processed/stage_e_classifier_current/test/animal_crossing/stagee_animal_crossing_00007_260d241240.jpg,260d241240f077290fec4a8bee49b18d5852cf29e2e6af12e08436889c15bb00,32,32,data/manifests/stage_d_other_zero_gap_qc_manifest.csv,stage_d_other_zero_gap_minimum_qc,accepted_first_pass_visual_qc,7,accept,roboflow_source_manifest,roboflow_malaysia_road_sign_v1,train,Cow nearby,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label Cow nearby; mapping confidence high.,accepted_public_mixed,Cow nearby:11_1_jpg,roboflow_source_manifest::animal_crossing::Cow nearby:11_1_jpg,animal_crossing::See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,false,false,stage_d_minimum_qc_accepted,Frozen into Stage E current classifier dataset.
stage_e_current_20260702,stagee_animal_crossing_00008_f4b5b478cf,train,animal_crossing,Animals crossing,should,secondary_malaysia;current_p5_dataset,data/staging/roboflow/roboflow_malaysia_road_sign_v1/classification_crops/train/animal_crossing/11_jpg.rf.f1bbfda6d75d2f2089f4a9c36123d72d_00_c9_22f950a9fb72.jpg,data/processed/stage_e_classifier_current/train/animal_crossing/stagee_animal_crossing_00008_f4b5b478cf.jpg,f4b5b478cf99dae0057b85f2803840567a6d1d5d3d61ca12df102488ef6d35de,49,52,data/manifests/stage_d_other_zero_gap_qc_manifest.csv,stage_d_other_zero_gap_minimum_qc,accepted_first_pass_visual_qc,8,accept,roboflow_source_manifest,roboflow_malaysia_road_sign_v1,train,Cow nearby,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label Cow nearby; mapping confidence high.,accepted_public_mixed,Cow nearby:11_jpg,roboflow_source_manifest::animal_crossing::Cow nearby:11_jpg,animal_crossing::See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,false,false,stage_d_minimum_qc_accepted,Frozen into Stage E current classifier dataset.
stage_e_current_20260702,stagee_animal_crossing_00009_2c72bdff1a,train,animal_crossing,Animals crossing,should,secondary_malaysia;current_p5_dataset,data/staging/roboflow/roboflow_malaysia_road_sign_v1/classification_crops/valid/animal_crossing/12_1_jpg.rf.12aa5ee4f22c2300a655203b3f10ddc7_00_c9_e2a1024c12c9.jpg,data/processed/stage_e_classifier_current/train/animal_crossing/stagee_animal_crossing_00009_2c72bdff1a.jpg,2c72bdff1a8734f95e944d75fbdf41f722913e025acc38bed0cfd7f0ce2fc46a,32,32,data/manifests/stage_d_other_zero_gap_qc_manifest.csv,stage_d_other_zero_gap_minimum_qc,accepted_first_pass_visual_qc,9,accept,roboflow_source_manifest,roboflow_malaysia_road_sign_v1,valid,Cow nearby,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label Cow nearby; mapping confidence high.,accepted_public_mixed,Cow nearby:12_1_jpg,roboflow_source_manifest::animal_crossing::Cow nearby:12_1_jpg,animal_crossing::See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,false,false,stage_d_minimum_qc_accepted,Frozen into Stage E current classifier dataset.
stage_e_current_20260702,stagee_animal_crossing_00010_a638f1f861,train,animal_crossing,Animals crossing,should,secondary_malaysia;current_p5_dataset,data/staging/roboflow/roboflow_malaysia_road_sign_v1/classification_crops/train/animal_crossing/12_jpg.rf.1606be3d2212fb548ff9137635732928_00_c9_32945086cebc.jpg,data/processed/stage_e_classifier_current/train/animal_crossing/stagee_animal_crossing_00010_a638f1f861.jpg,a638f1f8611a8cb7ebe80c18b0a97e64d81ada5fb37c34c672c432be19b46460,83,87,data/manifests/stage_d_other_zero_gap_qc_manifest.csv,stage_d_other_zero_gap_minimum_qc,accepted_first_pass_visual_qc,10,accept,roboflow_source_manifest,roboflow_malaysia_road_sign_v1,train,Cow nearby,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label Cow nearby; mapping confidence high.,accepted_public_mixed,Cow nearby:12_jpg,roboflow_source_manifest::animal_crossing::Cow nearby:12_jpg,animal_crossing::See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,false,false,stage_d_minimum_qc_accepted,Frozen into Stage E current classifier dataset.
