stage_id,synthetic_id,semantic_sign_id,seed_id,seed_source,seed_path,output_path,generation_status,review_status,transform_summary,sha256,visual_qc_basis,notes
stage_c_sprint_02_synthetic_near_minimum_topup,S02-001_side_road_right,side_road_right,emtd_1af03976d2f4cb04_001,p5_cleaned_emtd_crop,data/processed/emtd_classification/train/side_road_right/emtd_1af03976d2f4cb04_001.jpg,data/generated/stage_c_sprint_02_synthetic_topup/side_road_right/S02-001_side_road_right.jpg,generated_candidate,pending_stage_d_visual_qc,"size=185; angle=-0.79; brightness=0.90; contrast=0.94; color=0.96; offset=(15,21)",d2d69c96d906086a82b50f62794de5819c149430c7c84340e18ee12f53524924,Selected from P5 contact sheet as a clear side-road-right crop.,Synthetic top-up candidate; not real-world coverage and not final training data until Stage D/E.
stage_c_sprint_02_synthetic_near_minimum_topup,S02-002_side_road_right,side_road_right,emtd_205cc2c8e60c9eaa_001,p5_cleaned_emtd_crop,data/processed/emtd_classification/train/side_road_right/emtd_205cc2c8e60c9eaa_001.jpg,data/generated/stage_c_sprint_02_synthetic_topup/side_road_right/S02-002_side_road_right.jpg,generated_candidate,pending_stage_d_visual_qc,"size=194; angle=-6.70; brightness=0.96; contrast=1.08; color=1.10; offset=(0,-2)",6899a00b2bed5f9248bba02b9db465d3f59069e82d9ee29ad197a0d583262042,Selected from P5 contact sheet as a clear side-road-right crop.,Synthetic top-up candidate; not real-world coverage and not final training data until Stage D/E.
stage_c_sprint_02_synthetic_near_minimum_topup,S02-003_side_road_right,side_road_right,emtd_2f159e69b7244de0_001,p5_cleaned_emtd_crop,data/processed/emtd_classification/train/side_road_right/emtd_2f159e69b7244de0_001.jpg,data/generated/stage_c_sprint_02_synthetic_topup/side_road_right/S02-003_side_road_right.jpg,generated_candidate,pending_stage_d_visual_qc,"size=167; angle=-3.72; brightness=0.90; contrast=0.92; color=0.94; offset=(22,26)",78001905fe17c086a9cfeabf460d598cace198c1b213d8e1dd94ce639aa37406,Selected from P5 contact sheet as a clear side-road-right crop.,Synthetic top-up candidate; not real-world coverage and not final training data until Stage D/E.
stage_c_sprint_02_synthetic_near_minimum_topup,S02-004_side_road_right,side_road_right,emtd_a8b9cba0d160dc08_001,p5_cleaned_emtd_crop,data/processed/emtd_classification/train/side_road_right/emtd_a8b9cba0d160dc08_001.jpg,data/generated/stage_c_sprint_02_synthetic_topup/side_road_right/S02-004_side_road_right.jpg,generated_candidate,pending_stage_d_visual_qc,"size=165; angle=4.31; brightness=0.87; contrast=0.99; color=0.98; offset=(50,34)",65d1aefca6f364866a9285c55c42fd08c624043f33582d2dab62c130afe7afd9,Selected from P5 contact sheet as a clear side-road-right crop.,Synthetic top-up candidate; not real-world coverage and not final training data until Stage D/E.
stage_c_sprint_02_synthetic_near_minimum_topup,S02-005_side_road_right,side_road_right,emtd_df521cafd2e7f940_001,p5_cleaned_emtd_crop,data/processed/emtd_classification/train/side_road_right/emtd_df521cafd2e7f940_001.jpg,data/generated/stage_c_sprint_02_synthetic_topup/side_road_right/S02-005_side_road_right.jpg,generated_candidate,pending_stage_d_visual_qc,"size=163; angle=-2.47; brightness=0.89; contrast=0.95; color=0.93; offset=(22,22)",275e9b325a911960b8fd5534990285129049ffde4459183acdd308a82fac0a46,Selected from P5 contact sheet as a clear side-road-right crop.,Synthetic top-up candidate; not real-world coverage and not final training data until Stage D/E.
stage_c_sprint_02_synthetic_near_minimum_topup,S02-006_no_heavy_vehicle,no_heavy_vehicle,emtd_f064bdcb26a6bd99_001,p5_cleaned_emtd_crop,data/processed/emtd_classification/test/no_heavy_vehicle/emtd_f064bdcb26a6bd99_001.jpg,data/generated/stage_c_sprint_02_synthetic_topup/no_heavy_vehicle/S02-006_no_heavy_vehicle.jpg,generated_candidate,pending_stage_d_visual_qc,"size=197; angle=-3.88; brightness=1.01; contrast=1.04; color=1.01; offset=(7,11)",3ec55f895652f25c781f4d3d5cd54183d561fb3fbfc8e549c860a5e353c0188c,Selected from P5 contact sheet as a visible no-heavy-vehicle crop.,Synthetic top-up candidate; not real-world coverage and not final training data until Stage D/E.
stage_c_sprint_02_synthetic_near_minimum_topup,S02-007_no_heavy_vehicle,no_heavy_vehicle,emtd_0f05a1cb8eeac810_001,p5_cleaned_emtd_crop,data/processed/emtd_classification/train/no_heavy_vehicle/emtd_0f05a1cb8eeac810_001.jpg,data/generated/stage_c_sprint_02_synthetic_topup/no_heavy_vehicle/S02-007_no_heavy_vehicle.jpg,generated_candidate,pending_stage_d_visual_qc,"size=174; angle=-1.22; brightness=0.94; contrast=0.99; color=0.95; offset=(14,33)",ad81daeb035511f6caf9ecc9c41b3c400e072bd81202f59cfdff6fb6d6662a3d,Selected from P5 contact sheet as a visible no-heavy-vehicle crop.,Synthetic top-up candidate; not real-world coverage and not final training data until Stage D/E.
stage_c_sprint_02_synthetic_near_minimum_topup,S02-008_no_heavy_vehicle,no_heavy_vehicle,emtd_1ce62fadeb705de6_001,p5_cleaned_emtd_crop,data/processed/emtd_classification/train/no_heavy_vehicle/emtd_1ce62fadeb705de6_001.jpg,data/generated/stage_c_sprint_02_synthetic_topup/no_heavy_vehicle/S02-008_no_heavy_vehicle.jpg,generated_candidate,pending_stage_d_visual_qc,"size=178; angle=6.49; brightness=0.86; contrast=1.00; color=1.04; offset=(22,19)",759baff5f4c385e13dced1946e987ebd6c4dd282fe6e78227895b8d0dd43f8dd,Selected from P5 contact sheet as a visible no-heavy-vehicle crop.,Synthetic top-up candidate; not real-world coverage and not final training data until Stage D/E.
stage_c_sprint_02_synthetic_near_minimum_topup,S02-009_no_heavy_vehicle,no_heavy_vehicle,emtd_576aa01f8ed15bc9_001,p5_cleaned_emtd_crop,data/processed/emtd_classification/train/no_heavy_vehicle/emtd_576aa01f8ed15bc9_001.jpg,data/generated/stage_c_sprint_02_synthetic_topup/no_heavy_vehicle/S02-009_no_heavy_vehicle.jpg,generated_candidate,pending_stage_d_visual_qc,"size=180; angle=5.39; brightness=0.88; contrast=1.09; color=1.03; offset=(15,24)",80102b1df964f38fab7b086a218475e7bea8a49d7cdee566cec7443c21d40c6a,Selected from P5 contact sheet as a visible no-heavy-vehicle crop.,Synthetic top-up candidate; not real-world coverage and not final training data until Stage D/E.
stage_c_sprint_02_synthetic_near_minimum_topup,S02-010_no_heavy_vehicle,no_heavy_vehicle,emtd_9b609598d3644b81_001,p5_cleaned_emtd_crop,data/processed/emtd_classification/train/no_heavy_vehicle/emtd_9b609598d3644b81_001.jpg,data/generated/stage_c_sprint_02_synthetic_topup/no_heavy_vehicle/S02-010_no_heavy_vehicle.jpg,generated_candidate,pending_stage_d_visual_qc,"size=203; angle=6.94; brightness=0.99; contrast=0.98; color=1.07; offset=(-6,-3)",0b38e52bd340a6e35f85a6235d89584f0b62e301db5ed19e011420ce864cd2db,Selected from P5 contact sheet as a visible no-heavy-vehicle crop.,Synthetic top-up candidate; not real-world coverage and not final training data until Stage D/E.
