stage_id,synthetic_id,semantic_sign_id,symbol_family,output_path,generation_status,review_status,transform_summary,sha256,notes
stage_c_sprint_03_mandatory_direction_symbols,S03-001_straight_ahead,straight_ahead,mandatory_direction_arrow,data/generated/stage_c_sprint_03_mandatory_direction_symbols/straight_ahead/S03-001_straight_ahead.jpg,generated_candidate,pending_stage_d_visual_qc,"direction=up; size=171; angle=1.17; blue=(13, 86, 202); brightness=0.96; contrast=1.11; offset=(28,23)",dc394dc478479c57c89be4029315acc8ebf03f2b5a5dd20eb93af02a6be1109e,Project-owned generated reference-symbol candidate; not real camera coverage.
stage_c_sprint_03_mandatory_direction_symbols,S03-002_straight_ahead,straight_ahead,mandatory_direction_arrow,data/generated/stage_c_sprint_03_mandatory_direction_symbols/straight_ahead/S03-002_straight_ahead.jpg,generated_candidate,pending_stage_d_visual_qc,"direction=up; size=164; angle=-7.35; blue=(2, 78, 173); brightness=1.02; contrast=1.00; offset=(13,13)",9fc5ddf08962ebff32269444f3e4fc01dd47408c06aedddc6543778e5b968d46,Project-owned generated reference-symbol candidate; not real camera coverage.
stage_c_sprint_03_mandatory_direction_symbols,S03-003_straight_ahead,straight_ahead,mandatory_direction_arrow,data/generated/stage_c_sprint_03_mandatory_direction_symbols/straight_ahead/S03-003_straight_ahead.jpg,generated_candidate,pending_stage_d_visual_qc,"direction=up; size=161; angle=2.40; blue=(3, 106, 180); brightness=1.03; contrast=1.07; offset=(22,18)",25a45299863b75451158dfae86d8a543e0e83fe8bce1625ba11be3df095919e2,Project-owned generated reference-symbol candidate; not real camera coverage.
stage_c_sprint_03_mandatory_direction_symbols,S03-004_straight_ahead,straight_ahead,mandatory_direction_arrow,data/generated/stage_c_sprint_03_mandatory_direction_symbols/straight_ahead/S03-004_straight_ahead.jpg,generated_candidate,pending_stage_d_visual_qc,"direction=up; size=156; angle=0.74; blue=(14, 102, 166); brightness=1.00; contrast=1.12; offset=(36,42)",58e05419d28c1fd304c15a93d3f4e6beb78f388bb2d7794b06badb9cb21bfc33,Project-owned generated reference-symbol candidate; not real camera coverage.
stage_c_sprint_03_mandatory_direction_symbols,S03-005_straight_ahead,straight_ahead,mandatory_direction_arrow,data/generated/stage_c_sprint_03_mandatory_direction_symbols/straight_ahead/S03-005_straight_ahead.jpg,generated_candidate,pending_stage_d_visual_qc,"direction=up; size=180; angle=0.69; blue=(6, 94, 206); brightness=1.08; contrast=1.14; offset=(15,27)",41b31280f50b9b723d2f5f24de3b6a6861762e8adba185623c291e737ee6ddc4,Project-owned generated reference-symbol candidate; not real camera coverage.
stage_c_sprint_03_mandatory_direction_symbols,S03-006_straight_ahead,straight_ahead,mandatory_direction_arrow,data/generated/stage_c_sprint_03_mandatory_direction_symbols/straight_ahead/S03-006_straight_ahead.jpg,generated_candidate,pending_stage_d_visual_qc,"direction=up; size=189; angle=-2.62; blue=(8, 112, 173); brightness=0.95; contrast=1.05; offset=(16,19)",c4b6d7fc00ba6d17164a15b03f083f822c95062a78039b0c0a1e8a627c99a10f,Project-owned generated reference-symbol candidate; not real camera coverage.
stage_c_sprint_03_mandatory_direction_symbols,S03-007_straight_ahead,straight_ahead,mandatory_direction_arrow,data/generated/stage_c_sprint_03_mandatory_direction_symbols/straight_ahead/S03-007_straight_ahead.jpg,generated_candidate,pending_stage_d_visual_qc,"direction=up; size=201; angle=7.39; blue=(14, 107, 208); brightness=0.99; contrast=1.08; offset=(5,-4)",236785ad9835c6a85f8cb7ad57da2472533983a9cb7dd68ecde35794172d0412,Project-owned generated reference-symbol candidate; not real camera coverage.
stage_c_sprint_03_mandatory_direction_symbols,S03-008_straight_ahead,straight_ahead,mandatory_direction_arrow,data/generated/stage_c_sprint_03_mandatory_direction_symbols/straight_ahead/S03-008_straight_ahead.jpg,generated_candidate,pending_stage_d_visual_qc,"direction=up; size=159; angle=-3.66; blue=(0, 85, 166); brightness=0.89; contrast=1.11; offset=(27,27)",30033035743d04a4a6a2c917f7414912bdcc492d1632c43a69600c7d9b7473b5,Project-owned generated reference-symbol candidate; not real camera coverage.
stage_c_sprint_03_mandatory_direction_symbols,S03-009_straight_ahead,straight_ahead,mandatory_direction_arrow,data/generated/stage_c_sprint_03_mandatory_direction_symbols/straight_ahead/S03-009_straight_ahead.jpg,generated_candidate,pending_stage_d_visual_qc,"direction=up; size=162; angle=-4.13; blue=(10, 110, 211); brightness=0.97; contrast=0.91; offset=(34,27)",4ec551f6b6870ae1d12254f675ba1381f8cf6fde56e8368a019451b9cc79c4dd,Project-owned generated reference-symbol candidate; not real camera coverage.
stage_c_sprint_03_mandatory_direction_symbols,S03-010_straight_ahead,straight_ahead,mandatory_direction_arrow,data/generated/stage_c_sprint_03_mandatory_direction_symbols/straight_ahead/S03-010_straight_ahead.jpg,generated_candidate,pending_stage_d_visual_qc,"direction=up; size=203; angle=7.40; blue=(13, 76, 213); brightness=1.10; contrast=1.11; offset=(4,5)",f16ce73cd20d2de7a3aced3e644c19ab9c2c4468ea989acee66f4dda03ef22de,Project-owned generated reference-symbol candidate; not real camera coverage.
stage_c_sprint_03_mandatory_direction_symbols,S03-011_straight_ahead,straight_ahead,mandatory_direction_arrow,data/generated/stage_c_sprint_03_mandatory_direction_symbols/straight_ahead/S03-011_straight_ahead.jpg,generated_candidate,pending_stage_d_visual_qc,"direction=up; size=180; angle=-0.20; blue=(3, 110, 197); brightness=0.89; contrast=1.00; offset=(27,19)",0f4044920e1c87958bf69445e1d7bc96999ff1c38c29c80dc113e5637d2bd651,Project-owned generated reference-symbol candidate; not real camera coverage.
stage_c_sprint_03_mandatory_direction_symbols,S03-012_straight_ahead,straight_ahead,mandatory_direction_arrow,data/generated/stage_c_sprint_03_mandatory_direction_symbols/straight_ahead/S03-012_straight_ahead.jpg,generated_candidate,pending_stage_d_visual_qc,"direction=up; size=162; angle=5.12; blue=(3, 92, 206); brightness=1.07; contrast=1.05; offset=(29,15)",44df5230cdafbcae0974e9e1ea53760d7ac2063a11eee2659e5577baba4661d0,Project-owned generated reference-symbol candidate; not real camera coverage.
stage_c_sprint_03_mandatory_direction_symbols,S03-013_straight_ahead,straight_ahead,mandatory_direction_arrow,data/generated/stage_c_sprint_03_mandatory_direction_symbols/straight_ahead/S03-013_straight_ahead.jpg,generated_candidate,pending_stage_d_visual_qc,"direction=up; size=188; angle=-7.48; blue=(8, 76, 168); brightness=0.91; contrast=1.12; offset=(6,2)",48e0d38417356be09f40525b096e7b508a8f824dc7a075b7c3d7b1aee20430d6,Project-owned generated reference-symbol candidate; not real camera coverage.
stage_c_sprint_03_mandatory_direction_symbols,S03-014_straight_ahead,straight_ahead,mandatory_direction_arrow,data/generated/stage_c_sprint_03_mandatory_direction_symbols/straight_ahead/S03-014_straight_ahead.jpg,generated_candidate,pending_stage_d_visual_qc,"direction=up; size=187; angle=7.29; blue=(14, 98, 197); brightness=1.01; contrast=0.91; offset=(13,15)",ae9e20d6f634207469951d1ab77ba796b1be881862362be8b796be5e5f7a2924,Project-owned generated reference-symbol candidate; not real camera coverage.
stage_c_sprint_03_mandatory_direction_symbols,S03-015_straight_ahead,straight_ahead,mandatory_direction_arrow,data/generated/stage_c_sprint_03_mandatory_direction_symbols/straight_ahead/S03-015_straight_ahead.jpg,generated_candidate,pending_stage_d_visual_qc,"direction=up; size=163; angle=-2.70; blue=(1, 96, 166); brightness=0.88; contrast=1.03; offset=(30,24)",338e4c3cc95d9de68919aaf71deb16f364bbf071f1336b24fa17ff8356f7b24e,Project-owned generated reference-symbol candidate; not real camera coverage.
stage_c_sprint_03_mandatory_direction_symbols,S03-016_straight_ahead,straight_ahead,mandatory_direction_arrow,data/generated/stage_c_sprint_03_mandatory_direction_symbols/straight_ahead/S03-016_straight_ahead.jpg,generated_candidate,pending_stage_d_visual_qc,"direction=up; size=166; angle=-7.67; blue=(9, 98, 211); brightness=0.92; contrast=1.09; offset=(18,12)",3cddc2d334a8e30ba50ad6dc5c8c2f035e9ab772a5f222dcacf9af3bf0e713df,Project-owned generated reference-symbol candidate; not real camera coverage.
stage_c_sprint_03_mandatory_direction_symbols,S03-017_straight_ahead,straight_ahead,mandatory_direction_arrow,data/generated/stage_c_sprint_03_mandatory_direction_symbols/straight_ahead/S03-017_straight_ahead.jpg,generated_candidate,pending_stage_d_visual_qc,"direction=up; size=164; angle=0.52; blue=(8, 87, 183); brightness=0.91; contrast=1.12; offset=(38,34)",1d48e005421028ae9de829f54c58025bb3cd89e404281a12f7d2f8c1730f4283,Project-owned generated reference-symbol candidate; not real camera coverage.
stage_c_sprint_03_mandatory_direction_symbols,S03-018_straight_ahead,straight_ahead,mandatory_direction_arrow,data/generated/stage_c_sprint_03_mandatory_direction_symbols/straight_ahead/S03-018_straight_ahead.jpg,generated_candidate,pending_stage_d_visual_qc,"direction=up; size=178; angle=-3.73; blue=(2, 109, 203); brightness=1.05; contrast=1.00; offset=(22,26)",505a05dda940e52b839c025281c5513b663bf0041f351a893a4393561c682e55,Project-owned generated reference-symbol candidate; not real camera coverage.
stage_c_sprint_03_mandatory_direction_symbols,S03-019_straight_ahead,straight_ahead,mandatory_direction_arrow,data/generated/stage_c_sprint_03_mandatory_direction_symbols/straight_ahead/S03-019_straight_ahead.jpg,generated_candidate,pending_stage_d_visual_qc,"direction=up; size=163; angle=1.72; blue=(10, 91, 189); brightness=0.97; contrast=1.09; offset=(36,29)",b4f3829b80fd601ca744e1c2dbbfa10cb577c0c14dbe3ad86a70b019caf84bde,Project-owned generated reference-symbol candidate; not real camera coverage.
stage_c_sprint_03_mandatory_direction_symbols,S03-020_straight_ahead,straight_ahead,mandatory_direction_arrow,data/generated/stage_c_sprint_03_mandatory_direction_symbols/straight_ahead/S03-020_straight_ahead.jpg,generated_candidate,pending_stage_d_visual_qc,"direction=up; size=187; angle=0.76; blue=(5, 76, 175); brightness=0.91; contrast=1.06; offset=(14,14)",2bb93a46c276f127451ec5f1359c0afb34c259c0f5d6e39892cc5769fb51e4e4,Project-owned generated reference-symbol candidate; not real camera coverage.
stage_c_sprint_03_mandatory_direction_symbols,S03-021_straight_ahead,straight_ahead,mandatory_direction_arrow,data/generated/stage_c_sprint_03_mandatory_direction_symbols/straight_ahead/S03-021_straight_ahead.jpg,generated_candidate,pending_stage_d_visual_qc,"direction=up; size=189; angle=-6.48; blue=(4, 97, 194); brightness=0.93; contrast=0.92; offset=(2,15)",5cfe530ceda418fb4b41d84f1625b0c0ce2683c3bd6e77e2ac21e64cbd162ee7,Project-owned generated reference-symbol candidate; not real camera coverage.
stage_c_sprint_03_mandatory_direction_symbols,S03-022_straight_ahead,straight_ahead,mandatory_direction_arrow,data/generated/stage_c_sprint_03_mandatory_direction_symbols/straight_ahead/S03-022_straight_ahead.jpg,generated_candidate,pending_stage_d_visual_qc,"direction=up; size=173; angle=-4.79; blue=(12, 114, 201); brightness=1.06; contrast=1.05; offset=(20,10)",8bf44140cc7512668ec6a42e144672680a9f130b0f71047b83d86d840404c36b,Project-owned generated reference-symbol candidate; not real camera coverage.
stage_c_sprint_03_mandatory_direction_symbols,S03-023_straight_ahead,straight_ahead,mandatory_direction_arrow,data/generated/stage_c_sprint_03_mandatory_direction_symbols/straight_ahead/S03-023_straight_ahead.jpg,generated_candidate,pending_stage_d_visual_qc,"direction=up; size=163; angle=-0.20; blue=(3, 81, 193); brightness=1.01; contrast=0.99; offset=(30,31)",e1dd4ca00590c989018fae429b2f5adc4165417a83a0bee89895052bb7a4484f,Project-owned generated reference-symbol candidate; not real camera coverage.
stage_c_sprint_03_mandatory_direction_symbols,S03-024_straight_ahead,straight_ahead,mandatory_direction_arrow,data/generated/stage_c_sprint_03_mandatory_direction_symbols/straight_ahead/S03-024_straight_ahead.jpg,generated_candidate,pending_stage_d_visual_qc,"direction=up; size=186; angle=3.94; blue=(6, 111, 188); brightness=0.89; contrast=0.99; offset=(12,8)",8675b4f05854a251e69f99d67ed5d38dac50731f6082abaff8ac16cdeb30077e,Project-owned generated reference-symbol candidate; not real camera coverage.
stage_c_sprint_03_mandatory_direction_symbols,S03-025_straight_ahead,straight_ahead,mandatory_direction_arrow,data/generated/stage_c_sprint_03_mandatory_direction_symbols/straight_ahead/S03-025_straight_ahead.jpg,generated_candidate,pending_stage_d_visual_qc,"direction=up; size=202; angle=2.98; blue=(0, 95, 188); brightness=1.10; contrast=1.10; offset=(-2,5)",7110cfdc3d9ddabc0699f40accfbb3960e5d6147040331ddd2afc04bb3b20ec9,Project-owned generated reference-symbol candidate; not real camera coverage.
stage_c_sprint_03_mandatory_direction_symbols,S03-026_straight_ahead,straight_ahead,mandatory_direction_arrow,data/generated/stage_c_sprint_03_mandatory_direction_symbols/straight_ahead/S03-026_straight_ahead.jpg,generated_candidate,pending_stage_d_visual_qc,"direction=up; size=164; angle=-3.90; blue=(6, 98, 167); brightness=1.04; contrast=0.96; offset=(21,33)",3d3b542e67333b80df7c3ea52435a577d409e3f045773d2c7b101c5b66b69ca2,Project-owned generated reference-symbol candidate; not real camera coverage.
stage_c_sprint_03_mandatory_direction_symbols,S03-027_straight_ahead,straight_ahead,mandatory_direction_arrow,data/generated/stage_c_sprint_03_mandatory_direction_symbols/straight_ahead/S03-027_straight_ahead.jpg,generated_candidate,pending_stage_d_visual_qc,"direction=up; size=154; angle=2.79; blue=(10, 88, 171); brightness=0.96; contrast=1.06; offset=(28,39)",68d26a215eae19bc1abc78f4e7c0de35f962f9fbd50baeda5fe2fab95cf21faf,Project-owned generated reference-symbol candidate; not real camera coverage.
