stage_id,synthetic_id,semantic_sign_id,symbol_family,output_path,generation_status,review_status,transform_summary,sha256,notes
stage_c_sprint_05_prohibitory_direction_symbols,S05-001_no_straight_or_left,no_straight_or_left,prohibitory_direction,data/generated/stage_c_sprint_05_prohibitory_direction_symbols/no_straight_or_left/S05-001_no_straight_or_left.jpg,generated_candidate,pending_stage_d_visual_qc,"symbol=straight_or_left; size=174; angle=3.81; red=(220, 42, 46); brightness=1.09; contrast=0.98; offset=(17,15)",c5abf0de5a4a00d0f74151c8ea307c58c2873e699f7dc0492ed5a870706656b5,Project-owned generated reference-symbol candidate; not real camera coverage.
stage_c_sprint_05_prohibitory_direction_symbols,S05-002_no_straight_or_left,no_straight_or_left,prohibitory_direction,data/generated/stage_c_sprint_05_prohibitory_direction_symbols/no_straight_or_left/S05-002_no_straight_or_left.jpg,generated_candidate,pending_stage_d_visual_qc,"symbol=straight_or_left; size=182; angle=2.11; red=(221, 41, 33); brightness=1.00; contrast=0.97; offset=(15,14)",7419a44ef20410dfac9f38a1d51e1ea5612b6f3ab6fbf33ec7e0ed1b6619245b,Project-owned generated reference-symbol candidate; not real camera coverage.
stage_c_sprint_05_prohibitory_direction_symbols,S05-003_no_straight_or_left,no_straight_or_left,prohibitory_direction,data/generated/stage_c_sprint_05_prohibitory_direction_symbols/no_straight_or_left/S05-003_no_straight_or_left.jpg,generated_candidate,pending_stage_d_visual_qc,"symbol=straight_or_left; size=165; angle=-3.34; red=(225, 33, 47); brightness=0.99; contrast=0.92; offset=(23,20)",92986ceff745f0637123f6e8b8af8512a0d30f417d4ca7ccf2eca7697b04b04f,Project-owned generated reference-symbol candidate; not real camera coverage.
stage_c_sprint_05_prohibitory_direction_symbols,S05-004_no_straight_or_left,no_straight_or_left,prohibitory_direction,data/generated/stage_c_sprint_05_prohibitory_direction_symbols/no_straight_or_left/S05-004_no_straight_or_left.jpg,generated_candidate,pending_stage_d_visual_qc,"symbol=straight_or_left; size=196; angle=-4.90; red=(195, 34, 42); brightness=0.94; contrast=1.09; offset=(5,4)",4c81b0c36a61497e974d8a6bac0e1dcebac54450067bdb7c946362db1056bfa3,Project-owned generated reference-symbol candidate; not real camera coverage.
stage_c_sprint_05_prohibitory_direction_symbols,S05-005_no_straight_or_left,no_straight_or_left,prohibitory_direction,data/generated/stage_c_sprint_05_prohibitory_direction_symbols/no_straight_or_left/S05-005_no_straight_or_left.jpg,generated_candidate,pending_stage_d_visual_qc,"symbol=straight_or_left; size=165; angle=-6.00; red=(205, 20, 31); brightness=0.99; contrast=0.98; offset=(18,14)",9e4f9cee14fc1635ba2f7e8b6bc58ed6d02b45ac9f760e5710be951f8d047e88,Project-owned generated reference-symbol candidate; not real camera coverage.
stage_c_sprint_05_prohibitory_direction_symbols,S05-006_no_straight_or_left,no_straight_or_left,prohibitory_direction,data/generated/stage_c_sprint_05_prohibitory_direction_symbols/no_straight_or_left/S05-006_no_straight_or_left.jpg,generated_candidate,pending_stage_d_visual_qc,"symbol=straight_or_left; size=158; angle=-4.99; red=(201, 22, 46); brightness=1.06; contrast=1.13; offset=(23,34)",6aedf3583f6ea31fa7654535fd404803a36e4ab26a5bbef11d4e8b25b66ad677,Project-owned generated reference-symbol candidate; not real camera coverage.
stage_c_sprint_05_prohibitory_direction_symbols,S05-007_no_straight_or_left,no_straight_or_left,prohibitory_direction,data/generated/stage_c_sprint_05_prohibitory_direction_symbols/no_straight_or_left/S05-007_no_straight_or_left.jpg,generated_candidate,pending_stage_d_visual_qc,"symbol=straight_or_left; size=169; angle=1.86; red=(190, 26, 46); brightness=0.94; contrast=1.01; offset=(15,21)",8728f8b68429bb0bab1c64709a6fba66ace83b3ce96ec7295e87bb3138eeca8b,Project-owned generated reference-symbol candidate; not real camera coverage.
stage_c_sprint_05_prohibitory_direction_symbols,S05-008_no_straight_or_left,no_straight_or_left,prohibitory_direction,data/generated/stage_c_sprint_05_prohibitory_direction_symbols/no_straight_or_left/S05-008_no_straight_or_left.jpg,generated_candidate,pending_stage_d_visual_qc,"symbol=straight_or_left; size=165; angle=-6.25; red=(219, 41, 43); brightness=0.94; contrast=0.88; offset=(15,21)",190692c34ecafb917675f57e562129da199496392abb3b7db49dcf901dd6c282,Project-owned generated reference-symbol candidate; not real camera coverage.
stage_c_sprint_05_prohibitory_direction_symbols,S05-009_no_straight_or_left,no_straight_or_left,prohibitory_direction,data/generated/stage_c_sprint_05_prohibitory_direction_symbols/no_straight_or_left/S05-009_no_straight_or_left.jpg,generated_candidate,pending_stage_d_visual_qc,"symbol=straight_or_left; size=167; angle=-0.87; red=(203, 35, 49); brightness=0.90; contrast=0.94; offset=(34,33)",0bee50b8df5576edfe96aca9786b77985e6398a1543c8a2ecdb11fd2e65798bc,Project-owned generated reference-symbol candidate; not real camera coverage.
stage_c_sprint_05_prohibitory_direction_symbols,S05-010_no_straight_or_left,no_straight_or_left,prohibitory_direction,data/generated/stage_c_sprint_05_prohibitory_direction_symbols/no_straight_or_left/S05-010_no_straight_or_left.jpg,generated_candidate,pending_stage_d_visual_qc,"symbol=straight_or_left; size=190; angle=0.31; red=(193, 38, 27); brightness=0.90; contrast=0.94; offset=(9,16)",eeb7c631ad2f7822ba5a692146d66439eaf0663228bd6501b63448c3704ba779,Project-owned generated reference-symbol candidate; not real camera coverage.
